,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
406,750949,7|x|100|+|50|+|0|x|1000|+|9|x|100|+|40|+|9,"five hundred and seventy-three thousand, five hundred and thirty-one",fünfhundertdreiundsiebzigtausendfünfhunderteinunddreißig,quinientos setenta y tres mil quinientos treinta y uno,cinq cent soixante-treize mille cinq cent trente et un,lima ratus tujuh puluh tiga ribu lima ratus tiga puluh satu,cinquecentosettantatremilacinquecentotrentuno,五十七万三千五百三十一,오십칠만 삼천오백삼십일,penki šimtai septyniasdešimt trys tūkstančiai penki šimtai trisdešimt vienas,pieci simti septiņdesmit trīs tūkstoši pieci simti trīsdesmit viens,pięćset siedemdziesiąt trzy tysiące pięćset trzydzieści jeden,пятьсот семьдесят три тысячи пятьсот тридцать один,beşyüzyetmişüçbinbeşyüzotuzbir,ห้าแสนเจ็ดหมื่นสามพันห้าร้อยสามสิบเอ็ด,năm trăm bảy mươi ba nghìn năm trăm ba mươi mốt
407,589627,5|x|100|+|80|+|9|x|1000|+|6|x|100|+|20|+|7,"one hundred and fifty thousand, eight hundred and thirty-one",einhundertfünfzigtausendachthunderteinunddreißig,ciento cincuenta mil ochocientos treinta y uno,cent cinquante mille huit cent trente et un,seratus lima puluh ribu delapan ratus tiga puluh satu,centocinquantamilaottocentotrentuno,十五万八百三十一,십오만 팔백삼십일,vienas šimtas penkiasdešimt tūkstančių aštuoni šimtai trisdešimt vienas,simts piecdesmit tūkstoši astoņi simti trīsdesmit viens,sto pięćdziesiąt tysięcy osiemset trzydzieści jeden,сто пятьдесят тысяч восемьсот тридцать один,yüzellibinsekizyüzotuzbir,หนึ่งแสนห้าหมื่นแปดร้อยสามสิบเอ็ด,một trăm năm mươi nghìn tám trăm ba mươi mốt
408,623724,6|x|100|+|20|+|3|x|1000|+|7|x|100|+|20|+|4,"seven hundred and sixty thousand, three hundred and three",siebenhundertsechzigtausenddreihundertdrei,setecientos sesenta mil trescientos tres,sept cent soixante mille trois cent trois,tujuh ratus enam puluh ribu tiga ratus tiga,settecentosessantamilatrecentotre,七十六万三百三,칠십육만 삼백삼,septyni šimtai šešiasdešimt tūkstančių trys šimtai trys,septiņi simti sešdesmit tūkstoši trīs simti trīs,siedemset sześćdziesiąt tysięcy trzysta trzy,семьсот шестьдесят тысяч триста три,yediyüzaltmışbinüçyüzüç,เจ็ดแสนหกหมื่นสามร้อยสาม,bảy trăm sáu mươi nghìn ba trăm lẻ ba
409,767264,7|x|100|+|60|+|7|x|1000|+|2|x|100|+|60|+|4,"seven hundred and sixty-nine thousand, five hundred and seventy-seven",siebenhundertneunundsechzigtausendfünfhundertsiebenundsiebzig,setecientos sesenta y nueve mil quinientos setenta y siete,sept cent soixante-neuf mille cinq cent soixante-dix-sept,tujuh ratus enam puluh sembilan ribu lima ratus tujuh puluh tujuh,settecentosessantanovemilacinquecentosettantasette,七十六万九千五百七十七,칠십육만 구천오백칠십칠,septyni šimtai šešiasdešimt devyni tūkstančiai penki šimtai septyniasdešimt septyni,septiņi simti sešdesmit deviņi tūkstoši pieci simti septiņdesmit septiņi,siedemset sześćdziesiąt dziewięć tysięcy pięćset siedemdziesiąt siedem,семьсот шестьдесят девять тысяч пятьсот семьдесят семь,yediyüzaltmışdokuzbinbeşyüzyetmişyedi,เจ็ดแสนหกหมื่นเก้าพันห้าร้อยเจ็ดสิบเจ็ด,bảy trăm sáu mươi chín nghìn năm trăm bảy mươi bảy
410,173537,1|x|100|+|70|+|3|x|1000|+|5|x|100|+|30|+|7,"seven hundred and four thousand, five hundred and seventy-three",siebenhundertviertausendfünfhundertdreiundsiebzig,setecientos cuatro mil quinientos setenta y tres,sept cent quatre mille cinq cent soixante-treize,tujuh ratus empat ribu lima ratus tujuh puluh tiga,settecentoquattromilacinquecentosettantatré,七十万四千五百七十三,칠십만 사천오백칠십삼,septyni šimtai keturi tūkstančiai penki šimtai septyniasdešimt trys,septiņi simti četri tūkstoši pieci simti septiņdesmit trīs,siedemset cztery tysiące pięćset siedemdziesiąt trzy,семьсот четыре тысячи пятьсот семьдесят три,yediyüzdörtbinbeşyüzyetmişüç,เจ็ดแสนสี่พันห้าร้อยเจ็ดสิบสาม,bảy trăm lẻ bốn nghìn năm trăm bảy mươi ba
411,460673,4|x|100|+|60|+|0|x|1000|+|6|x|100|+|70|+|3,"four hundred and seventy thousand, six hundred and five",vierhundertsiebzigtausendsechshundertfünf,cuatrocientos setenta mil seiscientos cinco,quatre cent soixante-dix mille six cent cinq,empat ratus tujuh puluh ribu enam ratus lima,quattrocentosettantamilaseicentocinque,四十七万六百五,사십칠만 육백오,keturi šimtai septyniasdešimt tūkstančių šeši šimtai penki,četri simti septiņdesmit tūkstoši seši simti pieci,czterysta siedemdziesiąt tysięcy sześćset pięć,четыреста семьдесят тысяч шестьсот пять,dörtyüzyetmişbinaltıyüzbeş,สี่แสนเจ็ดหมื่นหกร้อยห้า,bốn trăm bảy mươi nghìn sáu trăm lẻ năm
412,482362,4|x|100|+|80|+|2|x|1000|+|3|x|100|+|60|+|2,"one hundred and two thousand, seven hundred and thirty-five",einhundertzweitausendsiebenhundertfünfunddreißig,ciento dos mil setecientos treinta y cinco,cent deux mille sept cent trente-cinq,seratus dua ribu tujuh ratus tiga puluh lima,centoduemilasettecentotrentacinque,十万二千七百三十五,십만 이천칠백삼십오,vienas šimtas du tūkstančiai septyni šimtai trisdešimt penki,simtu divi tūkstoši septiņi simti trīsdesmit pieci,sto dwa tysiące siedemset trzydzieści pięć,сто две тысячи семьсот тридцать пять,yüzikibinyediyüzotuzbeş,หนึ่งแสนสองพันเจ็ดร้อยสามสิบห้า,một trăm lẻ hai nghìn bảy trăm ba mươi lăm
413,624284,6|x|100|+|20|+|4|x|1000|+|2|x|100|+|80|+|4,"one hundred and thirty-two thousand, six hundred and fifty",einhundertzweiunddreißigtausendsechshundertfünfzig,ciento treinta y dos mil seiscientos cincuenta,cent trente-deux mille six cent cinquante,seratus tiga puluh dua ribu enam ratus lima puluh,centotrentaduemilaseicentocinquanta,十三万二千六百五十,십삼만 이천육백오십,vienas šimtas trisdešimt du tūkstančiai šeši šimtai penkiasdešimt,simts trīsdesmit divi tūkstoši seši simti piecdesmit,sto trzydzieści dwa tysiące sześćset pięćdziesiąt,сто тридцать две тысячи шестьсот пятьдесят,yüzotuzikibinaltıyüzelli,หนึ่งแสนสามหมื่นสองพันหกร้อยห้าสิบ,một trăm ba mươi hai nghìn sáu trăm năm mươi
414,763615,7|x|100|+|60|+|3|x|1000|+|6|x|100|+|10|+|5,"two hundred and forty-three thousand, one hundred and ten",zweihundertdreiundvierzigtausendeinhundertzehn,doscientos cuarenta y tres mil ciento diez,deux cent quarante-trois mille cent dix,dua ratus empat puluh tiga ribu seratus sepuluh,duecentoquarantatremilacentodieci,二十四万三千百十,이십사만 삼천백십,du šimtai keturiasdešimt trys tūkstančiai vienas šimtas dešimt,divi simti četrdesmit trīs tūkstoši simts desmit,dwieście czterdzieści trzy tysiące sto dziesięć,двести сорок три тысячи сто десять,ikiyüzkırküçbinyüzon,สองแสนสี่หมื่นสามพันหนึ่งร้อยสิบ,hai trăm bốn mươi ba nghìn một trăm mười
415,640412,6|x|100|+|40|+|0|x|1000|+|4|x|100|+|10|+|2,"eight hundred and twenty-nine thousand, eight hundred and sixty-nine",achthundertneunundzwanzigtausendachthundertneunundsechzig,ochocientos veintinueve mil ochocientos sesenta y nueve,huit cent vingt-neuf mille huit cent soixante-neuf,delapan ratus dua puluh sembilan ribu delapan ratus enam puluh sembilan,ottocentoventinovemilaottocentosessantanove,八十二万九千八百六十九,팔십이만 구천팔백육십구,aštuoni šimtai dvidešimt devyni tūkstančiai aštuoni šimtai šešiasdešimt devyni,astoņi simti divdesmit deviņi tūkstoši astoņi simti sešdesmit deviņi,osiemset dwadzieścia dziewięć tysięcy osiemset sześćdziesiąt dziewięć,восемьсот двадцать девять тысяч восемьсот шестьдесят девять,sekizyüzyirmidokuzbinsekizyüzaltmışdokuz,แปดแสนสองหมื่นเก้าพันแปดร้อยหกสิบเก้า,tám trăm hai mươi chín nghìn tám trăm sáu mươi chín
416,282085,2|x|100|+|80|+|2|x|1000|+|0|x|100|+|80|+|5,"eight hundred and seventy-three thousand, five hundred and sixty-nine",achthundertdreiundsiebzigtausendfünfhundertneunundsechzig,ochocientos setenta y tres mil quinientos sesenta y nueve,huit cent soixante-treize mille cinq cent soixante-neuf,delapan ratus tujuh puluh tiga ribu lima ratus enam puluh sembilan,ottocentosettantatremilacinquecentosessantanove,八十七万三千五百六十九,팔십칠만 삼천오백육십구,aštuoni šimtai septyniasdešimt trys tūkstančiai penki šimtai šešiasdešimt devyni,astoņi simti septiņdesmit trīs tūkstoši pieci simti sešdesmit deviņi,osiemset siedemdziesiąt trzy tysiące pięćset sześćdziesiąt dziewięć,восемьсот семьдесят три тысячи пятьсот шестьдесят девять,sekizyüzyetmişüçbinbeşyüzaltmışdokuz,แปดแสนเจ็ดหมื่นสามพันห้าร้อยหกสิบเก้า,tám trăm bảy mươi ba nghìn năm trăm sáu mươi chín
417,919822,9|x|100|+|10|+|9|x|1000|+|8|x|100|+|20|+|2,"nine hundred and thirty-nine thousand, five hundred and fifty-five",neunhundertneununddreißigtausendfünfhundertfünfundfünfzig,novecientos treinta y nueve mil quinientos cincuenta y cinco,neuf cent trente-neuf mille cinq cent cinquante-cinq,sembilan ratus tiga puluh sembilan ribu lima ratus lima puluh lima,novecentotrentanovemilacinquecentocinquantacinque,九十三万九千五百五十五,구십삼만 구천오백오십오,devyni šimtai trisdešimt devyni tūkstančiai penki šimtai penkiasdešimt penki,deviņi simti trīsdesmit deviņi tūkstoši pieci simti piecdesmit pieci,dziewięćset trzydzieści dziewięć tysięcy pięćset pięćdziesiąt pięć,девятьсот тридцать девять тысяч пятьсот пятьдесят пять,dokuzyüzotuzdokuzbinbeşyüzellibeş,เก้าแสนสามหมื่นเก้าพันห้าร้อยห้าสิบห้า,chín trăm ba mươi chín nghìn năm trăm năm mươi lăm
418,850135,8|x|100|+|50|+|0|x|1000|+|1|x|100|+|30|+|5,"eight hundred and fifty-three thousand, eight hundred and twenty-nine",achthundertdreiundfünfzigtausendachthundertneunundzwanzig,ochocientos cincuenta y tres mil ochocientos veintinueve,huit cent cinquante-trois mille huit cent vingt-neuf,delapan ratus lima puluh tiga ribu delapan ratus dua puluh sembilan,ottocentocinquantatremilaottocentoventinove,八十五万三千八百二十九,팔십오만 삼천팔백이십구,aštuoni šimtai penkiasdešimt trys tūkstančiai aštuoni šimtai dvidešimt devyni,astoņi simti piecdesmit trīs tūkstoši astoņi simti divdesmit deviņi,osiemset pięćdziesiąt trzy tysiące osiemset dwadzieścia dziewięć,восемьсот пятьдесят три тысячи восемьсот двадцать девять,sekizyüzelliüçbinsekizyüzyirmidokuz,แปดแสนห้าหมื่นสามพันแปดร้อยยี่สิบเก้า,tám trăm năm mươi ba nghìn tám trăm hai mươi chín
419,346614,3|x|100|+|40|+|6|x|1000|+|6|x|100|+|10|+|4,"one hundred and fifty-one thousand, eight hundred and one",einhunderteinundfünfzigtausendachthunderteins,ciento cincuenta y uno mil ochocientos uno,cent cinquante et un mille huit cent un,seratus lima puluh satu ribu delapan ratus satu,centocinquantunomilaottocentouno,十五万千八百一,십오만 천팔백일,vienas šimtas penkiasdešimt vienas tūkstantis aštuoni šimtai vienas,simts piecdesmit viens tūkstotis astoņi simti viens,sto pięćdziesiąt jeden tysięcy osiemset jeden,сто пятьдесят одна тысяча восемьсот один,yüzellibinsekizyüzbir,หนึ่งแสนห้าหมื่นหนึ่งพันแปดร้อยเอ็ด,một trăm năm mươi mốt nghìn tám trăm lẻ một
420,579611,5|x|100|+|70|+|9|x|1000|+|6|x|100|+|10|+|1,"nine hundred and eighty-three thousand, six hundred and sixty-five",neunhundertdreiundachtzigtausendsechshundertfünfundsechzig,novecientos ochenta y tres mil seiscientos sesenta y cinco,neuf cent quatre-vingt-trois mille six cent soixante-cinq,sembilan ratus delapan puluh tiga ribu enam ratus enam puluh lima,novecentottantatremilaseicentosessantacinque,九十八万三千六百六十五,구십팔만 삼천육백육십오,devyni šimtai aštuoniasdešimt trys tūkstančiai šeši šimtai šešiasdešimt penki,deviņi simti astoņdesmit trīs tūkstoši seši simti sešdesmit pieci,dziewięćset osiemdziesiąt trzy tysiące sześćset sześćdziesiąt pięć,девятьсот восемьдесят три тысячи шестьсот шестьдесят пять,dokuzyüzseksenüçbinaltıyüzaltmışbeş,เก้าแสนแปดหมื่นสามพันหกร้อยหกสิบห้า,chín trăm tám mươi ba nghìn sáu trăm sáu mươi lăm
421,150950,1|x|100|+|50|+|0|x|1000|+|9|x|100|+|50|+|0,"three hundred and twenty-nine thousand, five hundred and eighty-nine",dreihundertneunundzwanzigtausendfünfhundertneunundachtzig,trescientos veintinueve mil quinientos ochenta y nueve,trois cent vingt-neuf mille cinq cent quatre-vingt-neuf,tiga ratus dua puluh sembilan ribu lima ratus delapan puluh sembilan,trecentoventinovemilacinquecentottantanove,三十二万九千五百八十九,삼십이만 구천오백팔십구,trys šimtai dvidešimt devyni tūkstančiai penki šimtai aštuoniasdešimt devyni,trīs simti divdesmit deviņi tūkstoši pieci simti astoņdesmit deviņi,trzysta dwadzieścia dziewięć tysięcy pięćset osiemdziesiąt dziewięć,триста двадцать девять тысяч пятьсот восемьдесят девять,üçyüzyirmidokuzbinbeşyüzseksendokuz,สามแสนสองหมื่นเก้าพันห้าร้อยแปดสิบเก้า,ba trăm hai mươi chín nghìn năm trăm tám mươi chín
422,146719,1|x|100|+|40|+|6|x|1000|+|7|x|100|+|10|+|9,four hundred and forty-five thousand and thirteen,vierhundertfünfundvierzigtausenddreizehn,cuatrocientos cuarenta y cinco mil trece,quatre cent quarante-cinq mille treize,empat ratus empat puluh lima ribu tiga belas,quattrocentoquarantacinquemilatredici,四十四万五千十三,사십사만 오천십삼,keturi šimtai keturiasdešimt penki tūkstančiai trylika,četri simti četrdesmit pieci tūkstoši trīspadsmit,czterysta czterdzieści pięć tysięcy trzynaście,четыреста сорок пять тысяч тринадцать,dörtyüzkırkbeşbinonüç,สี่แสนสี่หมื่นห้าพันสิบสาม,bốn trăm bốn mươi lăm nghìn lẻ mười ba
423,279070,2|x|100|+|70|+|9|x|1000|+|0|x|100|+|70|+|0,"two hundred and fifty-six thousand, nine hundred and fifty-nine",zweihundertsechsundfünfzigtausendneunhundertneunundfünfzig,doscientos cincuenta y seis mil novecientos cincuenta y nueve,deux cent cinquante-six mille neuf cent cinquante-neuf,dua ratus lima puluh enam ribu sembilan ratus lima puluh sembilan,duecentocinquantaseimilanovecentocinquantanove,二十五万六千九百五十九,이십오만 육천구백오십구,du šimtai penkiasdešimt šeši tūkstančiai devyni šimtai penkiasdešimt devyni,divi simti piecdesmit seši tūkstoši deviņi simti piecdesmit deviņi,dwieście pięćdziesiąt sześć tysięcy dziewięćset pięćdziesiąt dziewięć,двести пятьдесят шесть тысяч девятьсот пятьдесят девять,ikiyüzellialtıbindokuzyüzellidokuz,สองแสนห้าหมื่นหกพันเก้าร้อยห้าสิบเก้า,hai trăm năm mươi sáu nghìn chín trăm năm mươi chín
424,924516,9|x|100|+|20|+|4|x|1000|+|5|x|100|+|10|+|6,"two hundred and thirty-eight thousand, eight hundred and sixty-two",zweihundertachtunddreißigtausendachthundertzweiundsechzig,doscientos treinta y ocho mil ochocientos sesenta y dos,deux cent trente-huit mille huit cent soixante-deux,dua ratus tiga puluh delapan ribu delapan ratus enam puluh dua,duecentotrentottomilaottocentosessantadue,二十三万八千八百六十二,이십삼만 팔천팔백육십이,du šimtai trisdešimt aštuoni tūkstančiai aštuoni šimtai šešiasdešimt du,divi simti trīsdesmit astoņi tūkstoši astoņi simti sešdesmit divi,dwieście trzydzieści osiem tysięcy osiemset sześćdziesiąt dwa,двести тридцать восемь тысяч восемьсот шестьдесят два,ikiyüzotuzsekizbinsekizyüzaltmışiki,สองแสนสามหมื่นแปดพันแปดร้อยหกสิบสอง,hai trăm ba mươi tám nghìn tám trăm sáu mươi hai
425,851506,8|x|100|+|50|+|1|x|1000|+|5|x|100|+|0|+|6,"two hundred and ninety-eight thousand, six hundred and seventy-five",zweihundertachtundneunzigtausendsechshundertfünfundsiebzig,doscientos noventa y ocho mil seiscientos setenta y cinco,deux cent quatre-vingt-dix-huit mille six cent soixante-quinze,dua ratus sembilan puluh delapan ribu enam ratus tujuh puluh lima,duecentonovantottomilaseicentosettantacinque,二十九万八千六百七十五,이십구만 팔천육백칠십오,du šimtai devyniasdešimt aštuoni tūkstančiai šeši šimtai septyniasdešimt penki,divi simti deviņdesmit astoņi tūkstoši seši simti septiņdesmit pieci,dwieście dziewięćdzisiąt osiem tysięcy sześćset siedemdziesiąt pięć,двести девяносто восемь тысяч шестьсот семьдесят пять,ikiyüzdoksansekizbinaltıyüzyetmişbeş,สองแสนเก้าหมื่นแปดพันหกร้อยเจ็ดสิบห้า,hai trăm chín mươi tám nghìn sáu trăm bảy mươi lăm
426,749165,7|x|100|+|40|+|9|x|1000|+|1|x|100|+|60|+|5,five hundred and eighteen thousand and thirteen,fünfhundertachtzehntausenddreizehn,quinientos dieciocho mil trece,cinq cent dix-huit mille treize,lima ratus delapan belas ribu tiga belas,cinquecentodicottomilatredici,五十一万八千十三,오십일만 팔천십삼,penki šimtai aštuoniolika tūkstančių trylika,pieci simti astoņpadsmit tūkstoši trīspadsmit,pięćset osiemnaście tysięcy trzynaście,пятьсот восемнадцать тысяч тринадцать,beşyüzonsekizbinonüç,ห้าแสนหนึ่งหมื่นแปดพันสิบสาม,năm trăm mười tám nghìn lẻ mười ba
427,130333,1|x|100|+|30|+|0|x|1000|+|3|x|100|+|30|+|3,"one hundred and fifty-six thousand, eight hundred and sixty-six",einhundertsechsundfünfzigtausendachthundertsechsundsechzig,ciento cincuenta y seis mil ochocientos sesenta y seis,cent cinquante-six mille huit cent soixante-six,seratus lima puluh enam ribu delapan ratus enam puluh enam,centocinquantaseimilaottocentosessantasei,十五万六千八百六十六,십오만 육천팔백육십육,vienas šimtas penkiasdešimt šeši tūkstančiai aštuoni šimtai šešiasdešimt šeši,simts piecdesmit seši tūkstoši astoņi simti sešdesmit seši,sto pięćdziesiąt sześć tysięcy osiemset sześćdziesiąt sześć,сто пятьдесят шесть тысяч восемьсот шестьдесят шесть,yüzellialtıbinsekizyüzaltmışaltı,หนึ่งแสนห้าหมื่นหกพันแปดร้อยหกสิบหก,một trăm năm mươi sáu nghìn tám trăm sáu mươi sáu
428,499633,4|x|100|+|90|+|9|x|1000|+|6|x|100|+|30|+|3,"six hundred and seventy-nine thousand, four hundred and eighty-five",sechshundertneunundsiebzigtausendvierhundertfünfundachtzig,seiscientos setenta y nueve mil cuatrocientos ochenta y cinco,six cent soixante-dix-neuf mille quatre cent quatre-vingt-cinq,enam ratus tujuh puluh sembilan ribu empat ratus delapan puluh lima,seicentosettantanovemilaquattrocentottantacinque,六十七万九千四百八十五,육십칠만 구천사백팔십오,šeši šimtai septyniasdešimt devyni tūkstančiai keturi šimtai aštuoniasdešimt penki,seši simti septiņdesmit deviņi tūkstoši četri simti astoņdesmit pieci,sześćset siedemdziesiąt dziewięć tysięcy czterysta osiemdziesiąt pięć,шестьсот семьдесят девять тысяч четыреста восемьдесят пять,altıyüzyetmişdokuzbindörtyüzseksenbeş,หกแสนเจ็ดหมื่นเก้าพันสี่ร้อยแปดสิบห้า,sáu trăm bảy mươi chín nghìn bốn trăm tám mươi lăm
429,195041,1|x|100|+|90|+|5|x|1000|+|0|x|100|+|40|+|1,"six hundred and nineteen thousand, nine hundred and forty",sechshundertneunzehntausendneunhundertvierzig,seiscientos diecinueve mil novecientos cuarenta,six cent dix-neuf mille neuf cent quarante,enam ratus sembilan belas ribu sembilan ratus empat puluh,seicentodiciannovemilanovecentoquaranta,六十一万九千九百四十,육십일만 구천구백사십,šeši šimtai devyniolika tūkstančių devyni šimtai keturiasdešimt,seši simti deviņpadsmit tūkstoši deviņi simti četrdesmit,sześćset dziewiętnaście tysięcy dziewięćset czterdzieści,шестьсот девятнадцать тысяч девятьсот сорок,altıyüzondokuzbindokuzyüzkırk,หกแสนหนึ่งหมื่นเก้าพันเก้าร้อยสี่สิบ,sáu trăm mười chín nghìn chín trăm bốn mươi
430,965967,9|x|100|+|60|+|5|x|1000|+|9|x|100|+|60|+|7,"eight hundred and seventy-two thousand, one hundred and twenty-four",achthundertzweiundsiebzigtausendeinhundertvierundzwanzig,ochocientos setenta y dos mil ciento veinticuatro,huit cent soixante-douze mille cent vingt-quatre,delapan ratus tujuh puluh dua ribu seratus dua puluh empat,ottocentosettantaduemilacentoventiquattro,八十七万二千百二十四,팔십칠만 이천백이십사,aštuoni šimtai septyniasdešimt du tūkstančiai vienas šimtas dvidešimt keturi,astoņi simti septiņdesmit divi tūkstoši simts divdesmit četri,osiemset siedemdziesiąt dwa tysiące sto dwadzieścia cztery,восемьсот семьдесят две тысячи сто двадцать четыре,sekizyüzyetmişikibinyüzyirmidört,แปดแสนเจ็ดหมื่นสองพันหนึ่งร้อยยี่สิบสี่,tám trăm bảy mươi hai nghìn một trăm hai mươi bốn
431,474686,4|x|100|+|70|+|4|x|1000|+|6|x|100|+|80|+|6,"seven hundred and seventy thousand, eight hundred and six",siebenhundertsiebzigtausendachthundertsechs,setecientos setenta mil ochocientos seis,sept cent soixante-dix mille huit cent six,tujuh ratus tujuh puluh ribu delapan ratus enam,settecentosettantamilaottocentosei,七十七万八百六,칠십칠만 팔백육,septyni šimtai septyniasdešimt tūkstančių aštuoni šimtai šeši,septiņi simti septiņdesmit tūkstoši astoņi simti seši,siedemset siedemdziesiąt tysięcy osiemset sześć,семьсот семьдесят тысяч восемьсот шесть,yediyüzyetmişbinsekizyüzaltı,เจ็ดแสนเจ็ดหมื่นแปดร้อยหก,bảy trăm bảy mươi nghìn tám trăm lẻ sáu
432,568121,5|x|100|+|60|+|8|x|1000|+|1|x|100|+|20|+|1,"eight hundred and ninety-three thousand, eight hundred and thirty-four",achthundertdreiundneunzigtausendachthundertvierunddreißig,ochocientos noventa y tres mil ochocientos treinta y cuatro,huit cent quatre-vingt-treize mille huit cent trente-quatre,delapan ratus sembilan puluh tiga ribu delapan ratus tiga puluh empat,ottocentonovantatremilaottocentotrentaquattro,八十九万三千八百三十四,팔십구만 삼천팔백삼십사,aštuoni šimtai devyniasdešimt trys tūkstančiai aštuoni šimtai trisdešimt keturi,astoņi simti deviņdesmit trīs tūkstoši astoņi simti trīsdesmit četri,osiemset dziewięćdzisiąt trzy tysiące osiemset trzydzieści cztery,восемьсот девяносто три тысячи восемьсот тридцать четыре,sekizyüzdoksanüçbinsekizyüzotuzdört,แปดแสนเก้าหมื่นสามพันแปดร้อยสามสิบสี่,tám trăm chín mươi ba nghìn tám trăm ba mươi bốn
433,397075,3|x|100|+|90|+|7|x|1000|+|0|x|100|+|70|+|5,"eight hundred and five thousand, three hundred and forty-three",achthundertfünftausenddreihundertdreiundvierzig,ochocientos cinco mil trescientos cuarenta y tres,huit cent cinq mille trois cent quarante-trois,delapan ratus lima ribu tiga ratus empat puluh tiga,ottocentocinquemilatrecentoquarantatré,八十万五千三百四十三,팔십만 오천삼백사십삼,aštuoni šimtai penki tūkstančiai trys šimtai keturiasdešimt trys,astoņi simti pieci tūkstoši trīs simti četrdesmit trīs,osiemset pięć tysięcy trzysta czterdzieści trzy,восемьсот пять тысяч триста сорок три,sekizyüzbeşbinüçyüzkırküç,แปดแสนห้าพันสามร้อยสี่สิบสาม,tám trăm lẻ năm nghìn ba trăm bốn mươi ba
434,435823,4|x|100|+|30|+|5|x|1000|+|8|x|100|+|20|+|3,"six hundred and seventy-two thousand, two hundred and eleven",sechshundertzweiundsiebzigtausendzweihundertelf,seiscientos setenta y dos mil doscientos once,six cent soixante-douze mille deux cent onze,enam ratus tujuh puluh dua ribu dua ratus sebelas,seicentosettantaduemiladuecentoundici,六十七万二千二百十一,육십칠만 이천이백십일,šeši šimtai septyniasdešimt du tūkstančiai du šimtai vienuolika,seši simti septiņdesmit divi tūkstoši divi simti vienpadsmit,sześćset siedemdziesiąt dwa tysiące dwieście jedenaście,шестьсот семьдесят две тысячи двести одиннадцать,altıyüzyetmişikibinikiyüzonbir,หกแสนเจ็ดหมื่นสองพันสองร้อยสิบเอ็ด,sáu trăm bảy mươi hai nghìn hai trăm mười một
435,771929,7|x|100|+|70|+|1|x|1000|+|9|x|100|+|20|+|9,"eight hundred and fifty-three thousand, nine hundred and thirty-six",achthundertdreiundfünfzigtausendneunhundertsechsunddreißig,ochocientos cincuenta y tres mil novecientos treinta y seis,huit cent cinquante-trois mille neuf cent trente-six,delapan ratus lima puluh tiga ribu sembilan ratus tiga puluh enam,ottocentocinquantatremilanovecentotrentasei,八十五万三千九百三十六,팔십오만 삼천구백삼십육,aštuoni šimtai penkiasdešimt trys tūkstančiai devyni šimtai trisdešimt šeši,astoņi simti piecdesmit trīs tūkstoši deviņi simti trīsdesmit seši,osiemset pięćdziesiąt trzy tysiące dziewięćset trzydzieści sześć,восемьсот пятьдесят три тысячи девятьсот тридцать шесть,sekizyüzelliüçbindokuzyüzotuzaltı,แปดแสนห้าหมื่นสามพันเก้าร้อยสามสิบหก,tám trăm năm mươi ba nghìn chín trăm ba mươi sáu
436,524427,5|x|100|+|20|+|4|x|1000|+|4|x|100|+|20|+|7,"six hundred thousand, eight hundred and thirty-four",sechshunderttausendachthundertvierunddreißig,seiscientos mil ochocientos treinta y cuatro,six cent mille huit cent trente-quatre,enam ratus ribu delapan ratus tiga puluh empat,seicentomilaottocentotrentaquattro,六十万八百三十四,육십만 팔백삼십사,šeši šimtai tūkstančių aštuoni šimtai trisdešimt keturi,seši simti tūkstoši astoņi simti trīsdesmit četri,sześćset tysięcy osiemset trzydzieści cztery,шестьсот тысяч восемьсот тридцать четыре,altıyüzbinsekizyüzotuzdört,หกแสนแปดร้อยสามสิบสี่,sáu trăm nghìn tám trăm ba mươi bốn
437,133167,1|x|100|+|30|+|3|x|1000|+|1|x|100|+|60|+|7,"eight hundred and ninety-four thousand, one hundred and six",achthundertvierundneunzigtausendeinhundertsechs,ochocientos noventa y cuatro mil ciento seis,huit cent quatre-vingt-quatorze mille cent six,delapan ratus sembilan puluh empat ribu seratus enam,ottocentonovantaquattromilacentosei,八十九万四千百六,팔십구만 사천백육,aštuoni šimtai devyniasdešimt keturi tūkstančiai vienas šimtas šeši,astoņi simti deviņdesmit četri tūkstoši simtu seši,osiemset dziewięćdzisiąt cztery tysiące sto sześć,восемьсот девяносто четыре тысячи сто шесть,sekizyüzdoksandörtbinyüzaltı,แปดแสนเก้าหมื่นสี่พันหนึ่งร้อยหก,tám trăm chín mươi bốn nghìn một trăm lẻ sáu
438,309782,3|x|100|+|0|+|9|x|1000|+|7|x|100|+|80|+|2,"three hundred and sixty-six thousand, one hundred and twenty-four",dreihundertsechsundsechzigtausendeinhundertvierundzwanzig,trescientos sesenta y seis mil ciento veinticuatro,trois cent soixante-six mille cent vingt-quatre,tiga ratus enam puluh enam ribu seratus dua puluh empat,trecentosessantaseimilacentoventiquattro,三十六万六千百二十四,삼십육만 육천백이십사,trys šimtai šešiasdešimt šeši tūkstančiai vienas šimtas dvidešimt keturi,trīs simti sešdesmit seši tūkstoši simts divdesmit četri,trzysta sześćdziesiąt sześć tysięcy sto dwadzieścia cztery,триста шестьдесят шесть тысяч сто двадцать четыре,üçyüzaltmışaltıbinyüzyirmidört,สามแสนหกหมื่นหกพันหนึ่งร้อยยี่สิบสี่,ba trăm sáu mươi sáu nghìn một trăm hai mươi bốn
